accession	start	end	strand	matching_mode	reference_id	reference_start	reference_end	reference_product	PhageMine_product	PhageMine_category	PhageMine_review_notes	Pharokka_product	Pharokka_category	Pharokka_review_notes
NC_005859.1	23739	24437	-	exact	YP_006875.1	23739	24437	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	24592	24936	-	exact	YP_006876.1	24592	24936	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	25047	25331	-	exact	YP_006877.1	25047	25331	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	25638	26150	-	exact	YP_006879.1	25638	26150	H-N-H-endonuclease F-TflV	hnh endonuclease	UNRESOLVED_REVIEW_REQUIRED		HNH endonuclease	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	26436	26717	-	exact	YP_006881.1	26436	26717	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	26794	27141	-	exact	YP_006882.1	26794	27141	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	27656	28024	-	exact	YP_006884.1	27656	28024	putative acetyltransferase-related protein	autonomous glycyl radical cofactor	UNRESOLVED_REVIEW_REQUIRED		hypothetical protein	ABSTENTION	
NC_005859.1	28302	28592	-	exact	YP_006886.1	28302	28592	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	28752	28916	-	exact	YP_006887.1	28752	28916	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	28909	29160	-	exact	YP_006888.1	28909	29160	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	29397	29978	-	exact	YP_006889.1	29397	29978	HNH endonuclease	hnh endonuclease	EXACT_PRODUCT_AGREEMENT		HNH endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	29980	30180	-	exact	YP_006890.1	29980	30180	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	30651	30824	-	exact	YP_006891.1	30651	30824	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	31022	31606	-	exact	YP_006892.1	31022	31606	HNH endonuclease	h-n-h endonuclease f-tfli	UNRESOLVED_REVIEW_REQUIRED		HNH endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	32240	32407	-	exact	YP_006893.1	32240	32407	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	33664	33849	-	exact	YP_006896.1	33664	33849	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	34006	34524	-	exact	YP_006897.1	34006	34524	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	34627	34755	-	exact	YP_006898.1	34627	34755	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	34806	35078	-	exact	YP_006899.1	34806	35078	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	35617	35892	-	exact	YP_006900.1	35617	35892	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	35983	36189	-	exact	YP_006901.1	35983	36189	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	36182	36349	-	exact	YP_006902.1	36182	36349	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	36379	37062	-	exact	YP_006903.1	36379	37062	HNH endonuclease	h-n-h endonuclease f-tfliv	UNRESOLVED_REVIEW_REQUIRED		HNH endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	38064	39029	+	exact	YP_006905.1	38064	39029	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	39051	39467	+	exact	YP_006906.1	39051	39467	hypothetical protein	capsid protein	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	39477	39671	+	exact	YP_006907.1	39477	39671	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	39791	40738	-	exact	YP_006908.1	39791	40738	lipoprotein	band 7/spfh family protein	UNRESOLVED_REVIEW_REQUIRED		lipoprotein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	42051	42221	-	exact	YP_006910.1	42051	42221	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	42290	42739	-	exact	YP_006911.1	42290	42739	endolysin	endolysin	EXACT_PRODUCT_AGREEMENT		endolysin	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	42745	43062	-	exact	YP_006912.1	42745	43062	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	43505	44143	-	exact	YP_006913.1	43505	44143	tail fiber protein	tail fiber protein	EXACT_PRODUCT_AGREEMENT		tail fiber protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	44196	44378	-	exact	YP_006914.1	44196	44378	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	44449	45150	-	exact	YP_006915.1	44449	45150	exonuclease	exonuclease	EXACT_PRODUCT_AGREEMENT		exonuclease	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	45179	45415	-	exact	YP_006916.1	45179	45415	hypothetical protein	exonuclease	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	45458	45973	-	exact	YP_006917.1	45458	45973	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	46057	46335	-	exact	YP_006918.1	46057	46335	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	46412	46888	-	exact	YP_006919.1	46412	46888	Rnase H	conserved phage protein of unknown function	ABSTENTION		Rnase H	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	47022	47861	-	exact	YP_006920.1	47022	47861	thymidylate synthase	thymidylate synthase	EXACT_PRODUCT_AGREEMENT		thymidylate synthase	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	47861	48394	-	exact	YP_006921.1	47861	48394	putative dihydrofolate reductase	dihydrofolate reductase	UNRESOLVED_REVIEW_REQUIRED		dihydrofolate reductase	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	48391	49536	-	exact	YP_006922.1	48391	49536	putative aerobic ribonucleoside diphosphate reductase, small subunit	conserved phage protein of unknown function	ABSTENTION		ribonucleoside diphosphate reductase small subunit	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	49536	50060	-	exact	YP_006923.1	49536	50060	putative H-N-H-endonuclease P-TflVIII	hnh endonuclease	UNRESOLVED_REVIEW_REQUIRED		HNH endonuclease	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	50163	52598	-	exact	YP_006924.1	50163	52598	ribonucleoside-diphosphate reductase large subunit	ribonucleotide reductase large subunit	UNRESOLVED_REVIEW_REQUIRED		ribonucleotide reductase large subunit	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	52678	52836	-	exact	YP_006925.1	52678	52836	tail length tape measure protein	tail length tape measure protein	EXACT_PRODUCT_AGREEMENT		tail length tape measure protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	52838	53590	-	exact	YP_006926.1	52838	53590	PhoH-like phosphate starvation-inducible	phoh-like phosphate starvation-inducible	EXACT_PRODUCT_AGREEMENT		PhoH-like phosphate starvation-inducible	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	53961	55685	+	exact	YP_006927.1	53961	55685	NrdD-like anaerobic ribonucleotide reductase large subunit	anaerobic ribonucleoside-triphosphate reductase	UNRESOLVED_REVIEW_REQUIRED		NrdD-like anaerobic ribonucleotide reductase large subunit	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	55786	56166	+	exact	YP_006928.1	55786	56166	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	56159	56392	+	exact	YP_006929.1	56159	56392	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	56447	57265	+	exact	YP_006930.1	56447	57265	Sir2 (NAD-dependent deacetylase)	sir2 (nad-dependent deacetylase)	EXACT_PRODUCT_AGREEMENT		Sir2 (NAD-dependent deacetylase)	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	57243	57428	+	exact	YP_006931.1	57243	57428	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	57419	57601	+	exact	YP_006932.1	57419	57601	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	57588	58094	+	exact	YP_006933.1	57588	58094	Sir2 (NAD-dependent deacetylase)	sir2 (nad-dependent deacetylase)	EXACT_PRODUCT_AGREEMENT		Sir2 (NAD-dependent deacetylase)	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	58097	58525	+	exact	YP_006934.1	58097	58525	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	58535	58927	+	exact	YP_006935.1	58535	58927	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	59545	62331	+	exact	YP_006936.1	59545	62331	replication origin binding	putative replication origin binding protein	UNRESOLVED_REVIEW_REQUIRED		replication origin binding	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	62318	62836	+	exact	YP_006937.1	62318	62836	HNH endonuclease	hnh endonuclease	EXACT_PRODUCT_AGREEMENT		HNH endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	62820	63053	+	exact	YP_006938.1	62820	63053	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	63122	63826	+	exact	YP_006939.1	63122	63826	helicase	helicase	EXACT_PRODUCT_AGREEMENT		helicase	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	63819	64070	+	exact	YP_006940.1	63819	64070	transcriptional regulator	transcriptional regulator	EXACT_PRODUCT_AGREEMENT		transcriptional regulator	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	64174	64584	+	exact	YP_006941.1	64174	64584	DNA binding protein	dna binding protein	EXACT_PRODUCT_AGREEMENT		DNA binding protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	64621	64917	+	exact	YP_006942.1	64621	64917	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	64968	65276	+	exact	YP_006943.1	64968	65276	transcriptional regulator	transcriptional regulator	EXACT_PRODUCT_AGREEMENT		transcriptional regulator	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	65364	66335	+	exact	YP_006944.1	65364	66335	NAD-dependent DNA ligase	nad-dependent dna ligase	EXACT_PRODUCT_AGREEMENT		NAD-dependent DNA ligase	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	66538	67317	+	exact	YP_006945.1	66538	67317	NAD-dependent DNA ligase	nad-dependent dna ligase	EXACT_PRODUCT_AGREEMENT		NAD-dependent DNA ligase	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	67310	68077	+	exact	YP_006946.1	67310	68077	D5 protein	putative transcription factor d5	UNRESOLVED_REVIEW_REQUIRED		transcriptional regulator, D5-like	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	68109	69617	+	exact	YP_006947.1	68109	69617	D6 protein	dnab-like replicative helicase	UNRESOLVED_REVIEW_REQUIRED		DnaB-like replicative helicase	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	69614	70147	+	exact	YP_006948.1	69614	70147	putative H-N-H-endonuclease P-TflX	hnh endonuclease	UNRESOLVED_REVIEW_REQUIRED		HNH endonuclease	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	70144	71034	+	exact	YP_006949.1	70144	71034	putative DNA replication primase	dna primase	UNRESOLVED_REVIEW_REQUIRED		DNA primase	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	71097	73664	+	exact	YP_006950.1	71097	73664	DNA polymerase	family-a dna polymerase	UNRESOLVED_REVIEW_REQUIRED		DNA polymerase	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	73657	74154	+	exact	YP_006951.1	73657	74154	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	74151	75503	+	exact	YP_006952.1	74151	75503	putative ATP-dependent helicase	probable helicase d10	UNRESOLVED_REVIEW_REQUIRED		DNA helicase	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	75724	76008	+	exact	YP_006953.1	75724	76008	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	76001	76774	+	exact	YP_006954.1	76001	76774	single strand DNA binding protein	probable ssdna-binding protein	UNRESOLVED_REVIEW_REQUIRED		single strand DNA binding protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	76811	77788	+	exact	YP_006955.1	76811	77788	putative recombination endonuclease, subunit D12	probable exonuclease subunit 1	UNRESOLVED_REVIEW_REQUIRED		SbcD-like subunit of palindrome specific endonuclease	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	77769	79607	+	exact	YP_006956.1	77769	79607	putative recombination endonuclease, subunit D13	probable exonuclease subunit 2	UNRESOLVED_REVIEW_REQUIRED		SbcC-like subunit of palindrome specific endonuclease	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	79611	80093	+	exact	YP_006957.1	79611	80093	RusA-like Holliday junction resolvase	protein d14	UNRESOLVED_REVIEW_REQUIRED		RusA-like Holliday junction resolvase	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	80093	80968	+	exact	YP_006958.1	80093	80968	flap endonuclease	flap endonuclease	EXACT_PRODUCT_AGREEMENT		exonuclease	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	80965	81411	+	exact	YP_006959.1	80965	81411	dUTPase	deoxyuridine 5'-triphosphate nucleotidohydrolase	UNRESOLVED_REVIEW_REQUIRED		dUTPase	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	81374	81637	+	exact	YP_006960.1	81374	81637	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	81865	86055	-	exact	YP_006961.1	81865	86055	tail fiber protein	side tail fiber protein pb1	UNRESOLVED_REVIEW_REQUIRED		tail fiber protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	86055	86318	-	exact	YP_006963.1	86055	86318	hypothetical protein	collar protein p132	NON_EVALUABLE_REFERENCE		unknown function	NON_EVALUABLE_REFERENCE	
NC_005859.1	86294	86479	-	exact	YP_006964.1	86294	86479	collar tail protein for L-shaped tail fibre attachment	collar protein p132	UNRESOLVED_REVIEW_REQUIRED		collar tail protein for L-shaped tail fibre attachment	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	86484	88550	-	exact	YP_006965.1	86484	88550	straight fibre tail protein	straight fiber protein pb4	UNRESOLVED_REVIEW_REQUIRED		straight fibre tail protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	88551	91400	-	exact	YP_006966.1	88551	91400	tail protein Pb3	baseplate hub protein pb3	UNRESOLVED_REVIEW_REQUIRED		central tail fiber J	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	91397	92011	-	exact	YP_006967.1	91397	92011	distal tail protein	distal tail protein pb9	UNRESOLVED_REVIEW_REQUIRED		distal tail protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	92121	95780	-	exact	YP_006968.1	92121	95780	tail length tape measure protein	tape measure protein pb2 precursor	UNRESOLVED_REVIEW_REQUIRED		tail length tape measure protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	96624	96992	-	exact	YP_006970.1	96624	96992	tail assembly chaperone	tail assembly chaperone	EXACT_PRODUCT_AGREEMENT		tail assembly chaperone	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	97054	97458	-	exact	YP_006971.1	97054	97458	Tail assembly chaperone	tail assembly chaperone	EXACT_PRODUCT_AGREEMENT		Tail assembly chaperone	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	97458	98354	-	exact	YP_006972.1	97458	98354	base plate tail tube protein	baseplate tube protein p140	UNRESOLVED_REVIEW_REQUIRED		base plate tail tube protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	98359	99753	-	exact	YP_006973.1	98359	99753	major tail protein	tail tube protein pb6	UNRESOLVED_REVIEW_REQUIRED		major tail protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	99780	100265	-	exact	YP_006974.1	99780	100265	tail terminator	tail tube terminator protein p142	UNRESOLVED_REVIEW_REQUIRED		tail terminator	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	100269	101036	-	exact	YP_006975.1	100269	101036	tail completion or Neck1 protein	tail completion protein p143	UNRESOLVED_REVIEW_REQUIRED		tail completion or Neck1 protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	101036	101548	-	exact	YP_006976.1	101036	101548	head-tail adaptor	head completion protein	UNRESOLVED_REVIEW_REQUIRED		head-tail adaptor	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	101608	102984	-	exact	YP_006977.1	101608	102984	major head protein	major capsid protein	EQUIVALENT_FUNCTION		major head protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	103002	103634	-	exact	YP_006978.1	103002	103634	head maturation protease	prohead protease	UNRESOLVED_REVIEW_REQUIRED		head maturation protease	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	103638	104132	-	exact	YP_006979.1	103638	104132	Hoc-like head decoration	decoration protein	UNRESOLVED_REVIEW_REQUIRED		tail protein	UNRESOLVED_REVIEW_REQUIRED	
NC_005859.1	104135	105346	-	exact	YP_006980.1	104135	105346	portal protein	portal protein	EXACT_PRODUCT_AGREEMENT		portal protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	105346	105783	-	exact	YP_006981.1	105346	105783	hypothetical protein	nicking endonuclease	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	105773	106606	-	exact	YP_006982.1	105773	106606	endonuclease	putative endonuclease	UNRESOLVED_REVIEW_REQUIRED		endonuclease	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	106618	107934	-	exact	YP_006983.1	106618	107934	terminase large subunit	terminase, large subunit	EXACT_PRODUCT_AGREEMENT		terminase large subunit	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	107934	108416	-	exact	YP_006984.1	107934	108416	terminase small subunit	probable terminase, small subunit	UNRESOLVED_REVIEW_REQUIRED		terminase small subunit	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	108427	110349	-	exact	YP_006985.1	108427	110349	receptor binding tail protein	receptor-binding protein pb5	UNRESOLVED_REVIEW_REQUIRED		receptor binding tail protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	110429	110662	+	exact	YP_006986.1	110429	110662	Cor superinfection exclusion protein	lytic conversion lipoprotein	UNRESOLVED_REVIEW_REQUIRED		Cor superinfection exclusion protein	EXACT_PRODUCT_AGREEMENT	
NC_005859.1	110954	111061	+	exact	YP_006988.1	110954	111061	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	111058	111252	+	exact	YP_006989.1	111058	111252	hypothetical protein	conserved phage protein of unknown function	NON_EVALUABLE_REFERENCE		hypothetical protein	NON_EVALUABLE_REFERENCE	
NC_005859.1	111245	111490	+	exact	YP_006990.1	111245	111490	membrane protein	membrane protein	EXACT_PRODUCT_AGREEMENT		membrane protein	EXACT_PRODUCT_AGREEMENT	
NC_001422.1	133	393	+	exact	NP_040707.1	133	393	terminase	c protein	UNRESOLVED_REVIEW_REQUIRED		terminase	EXACT_PRODUCT_AGREEMENT	
NC_001422.1	390	848	+	exact	NP_040708.1	390	848	head morphogenesis	external scaffolding protein d	UNRESOLVED_REVIEW_REQUIRED		head morphogenesis	EXACT_PRODUCT_AGREEMENT	
NC_001422.1	848	964	+	exact	NP_040710.1	848	964	DNA condensation	dna-binding protein j	UNRESOLVED_REVIEW_REQUIRED		DNA condensation	EXACT_PRODUCT_AGREEMENT	
NC_001422.1	1001	2284	+	exact	NP_040711.1	1001	2284	major head protein	capsid protein f	UNRESOLVED_REVIEW_REQUIRED		major head protein	EXACT_PRODUCT_AGREEMENT	
NC_001422.1	2395	2922	+	exact	NP_040712.1	2395	2922	major spike protein	major spike protein g	UNRESOLVED_REVIEW_REQUIRED		major spike protein	EXACT_PRODUCT_AGREEMENT	
NC_001422.1	2931	3917	+	exact	NP_040713.1	2931	3917	pilot protein for DNA ejection	minor spike protein	UNRESOLVED_REVIEW_REQUIRED		pilot protein for DNA ejection	EXACT_PRODUCT_AGREEMENT	
NC_002371.2	203	1702	+	exact	YP_063734.1	203	1702	terminase large subunit	terminase, large subunit	EXACT_PRODUCT_AGREEMENT		hypothetical protein	ABSTENTION	
